,ski_resort,address,city,state,zipcode,sumt,drop,base,gondolas_and_trams,fastEight,highSpeedSixes,quadChairs,tripleChairs,doubleChairs,surfeLifts,totalRuns (acre),longestRun (miles),daysOpenLastYear,averageSnowfall (inches),projectedOpening,projectedClosing,NovSnow,DecSnow,JanSnow,FebSnow,MarSnow,AprSnow,child_season,junior_season,adult_season,child_weekday,junior_weekday,adult_weekday,senior_weekday,child_weekend,junior_weekend,adult_weekend,Url,beginner_runs,intermediate_runs,advanced_runs,expert_runs,epic,mountain_collective,ikon,indy,dec_mean_2_guests,dec_min_2_guests,dec_max_2_guests,jan_mean_2_guests,jan_min_2_guests,jan_max_2_guests,feb_mean_2_guests,feb_min_2_guests,feb_max_2_guests,mar_mean_2_guests,mar_min_2_guests,mar_max_2_guests,apr_mean_2_guests,apr_min_2_guests,apr_max_2_guests,may_mean_2_guests,may_min_2_guests,may_max_2_guests,dec_mean_4_guests,dec_min_4_guests,dec_max_4_guests,jan_mean_4_guests,jan_min_4_guests,jan_max_4_guests,feb_mean_4_guests,feb_min_4_guests,feb_max_4_guests,mar_mean_4_guests,mar_min_4_guests,mar_max_4_guests,apr_mean_4_guests,apr_min_4_guests,apr_max_4_guests,may_mean_4_guests,may_min_4_guests,may_max_4_guests,full_address,latitude,longitude,total_lifts
192,Nubs Nob,500 Nub's Nob Road,Harbor Springs,Michigan,49740,1338,427,911,0.0,0.0,0.0,3.0,4.0,2.0,1.0,248,0.9,133,135,November 24 2023,April 07 2024,4.0,27.0,33.0,23.0,13.0,1.0,300,450,700,600,50,60,65,60,63,73,https://www.onthesnow.com/Michigan/nubs-nob-ski-area/ski-resort.html,0,0,0,0,0,0,0,1,206.4857142857143,115.0,400.0,199.6,85.0,321.0,213.3142857142857,115.0,328.0,208.17142857142858,115.0,310.0,201.68571428571425,74.0,339.0,197.25,90.0,386.0,271.9428571428571,126.0,500.0,292.2857142857143,100.0,595.0,268.9714285714286,100.0,430.0,288.7428571428572,100.0,500.0,294.5882352941176,120.0,650.0,263.2083333,126.0,475.0,"500 Nub's Nob Road, Harbor Springs, Michigan",45.471476700000004,-84.9048135,10.0
193,Oak Mountain,141 Novosel Way,Speculator,New York,12164,2400,650,1750,0.0,0.0,0.0,1.0,0.0,0.0,3.0,18,1.2,0,120,December 17 2023,March 25 2024,0.0,12.0,15.0,17.0,12.0,0.0,315,415,315,258,29,40,29,39,29,40,https://www.onthesnow.com/new-york/oak-mountain/ski-resort.html,45,27,18,9,0,0,0,0,232.85714285714286,100.0,486.0,229.32352941176467,96.0,499.0,244.4857142857143,109.0,499.0,221.05555555555557,109.0,429.0,222.27777777777774,109.0,475.0,167.5,90.0,380.0,288.45714285714286,125.0,588.0,279.2,100.0,499.0,269.51428571428573,100.0,499.0,270.9142857142857,100.0,769.0,285.02857142857135,125.0,769.0,219.54166669999998,95.0,460.0,"141 Novosel Way, Speculator, NY",43.517884,-74.36161799999998,4.0
194,Ober Gatlinburg Ski,1001 Parkway,Gatlinburg,Tennessee,37738,3300,600,2700,0.0,0.0,0.0,2.0,0.0,1.0,1.0,10,1.0,83,35,November 25 2023,March 31 2024,0.2,1.0,8.0,7.0,1.0,0.0,69,299,399,299,33,30,36,30,29,55,https://www.onthesnow.com/tennessee/ober-gatlinburg-ski-resort/ski-resort.html,20,60,20,0,0,0,0,1,197.20689655172413,110.0,495.0,164.875,85.0,415.0,156.58823529411762,89.0,356.0,180.17142857142858,84.0,470.0,203.2,84.0,525.0,158.27272727272728,91.0,520.0,241.66666666666663,83.0,480.0,198.94117647058826,85.0,415.0,188.2121212121212,85.0,415.0,219.77142857142857,98.0,379.0,252.14285714285717,98.0,500.0,161.0,110.0,298.0,"1001 Parkway, Gatlinburg, Tennessee",35.708816999999996,-83.5214314,4.0
195,Okemo Mountain,77 Okemo Ridge Road,Ludlow,Vermont,O5149,3344,2200,1144,0.0,4.0,1.0,5.0,3.0,0.0,7.0,654,3.4,150,200,November 18 2023,April 14 2024,7.0,28.0,25.0,32.0,25.0,4.0,393,297,490,258,33,46,49,39,29,55,https://www.onthesnow.com/vermont/okemo-mountain-resort/ski-resort.html,33,38,21,9,1,0,0,0,266.4,126.0,500.0,253.45714285714286,85.0,600.0,268.9714285714286,85.0,707.0,257.37142857142857,85.0,600.0,258.6857142857143,85.0,690.0,108.57142857142857,54.0,205.0,290.9142857142857,175.0,522.0,344.68571428571437,169.0,929.0,350.0,165.0,900.0,344.6285714285715,165.0,685.0,340.02857142857135,125.0,690.0,158.54166669999998,80.0,255.0,"77 Okemo Ridge Road, Ludlow, Vermont",43.4018216,-72.71701279999998,20.0
196,Omni Homestead,PO Box 2000,Hot Springs,Virginia,24445,3200,700,2500,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100,0.5,91,50,December 26 2023,March 03 2024,0.0,0.5,4.0,5.0,1.0,0.0,169,199,49,59,33,46,49,39,29,55,https://www.onthesnow.com/virginia/the-homestead-ski-area/ski-resort.html,33,56,11,0,0,0,0,0,133.97142857142856,70.0,350.0,130.4,70.0,350.0,131.9142857142857,70.0,350.0,139.77142857142857,78.0,350.0,149.38888888888889,70.0,350.0,116.6153846153846,55.0,208.0,171.14285714285714,91.0,350.0,176.0857142857143,79.0,350.0,177.4,79.0,350.0,185.42857142857144,97.0,350.0,181.4857142857143,98.0,350.0,181.625,99.0,589.0,"PO Box 2000, Hot Springs, Virginia",37.99939929999999,-79.831587,2.0
197,Otis Ridge,159 Monterey Road - Route 23,01253 Otis,Masshusetts,MA,1700,400,1300,0.0,0.0,0.0,0.0,0.0,1.0,3.0,55,1.0,106,70,December 17 2023,March 26 2024,0.0,2.0,7.0,9.0,7.0,0.0,109,289,289,15,20,20,49,15,35,40,https://www.onthesnow.com/masshusetts/otis-ridge-ski-area/ski-resort.html,0,0,0,0,0,0,0,0,262.0555555555556,93.0,549.0,255.68571428571425,97.0,499.0,261.1142857142857,104.0,549.0,271.0833333333333,103.0,635.0,259.27777777777777,97.0,615.0,236.82142857142856,65.0,443.0,329.22857142857146,93.0,635.0,323.7714285714285,10.0,670.0,320.3142857142857,104.0,635.0,291.6857142857143,103.0,640.0,285.48571428571427,97.0,615.0,268.4583333,127.0,443.0,"159 Monterey Road - Route 23, 01253 Otis, Masshusetts",42.19598209999999,-73.0961906,4.0
198,Pajarito Mountain,P.O. Box 155,Los Alamos,New Mexico,87544,10441,1410,9031,0.0,0.0,0.0,1.0,1.0,3.0,1.0,35,0.6,89,163,December 09 2023,April 07 2024,1.0,17.0,18.0,20.0,12.0,0.0,296,525,899,675,33,45,59,45,29,45,https://www.onthesnow.com/new-mexico/pajarito-mountain-ski-area/ski-resort.html,0,0,0,0,0,0,0,0,147.2941176470588,85.0,381.0,155.85294117647058,85.0,441.0,157.41176470588238,81.0,396.0,159.82857142857142,81.0,397.0,166.28571428571428,81.0,397.0,142.7407407407407,78.0,250.0,323.06060606060606,135.0,807.0,260.5151515151515,126.0,472.0,278.12121212121207,130.0,603.0,291.88235294117646,130.0,603.0,293.3939393939394,133.0,601.0,188.375,91.0,336.0,"P.O. Box 155, Los Alamos, New Mexico",35.8800364,-106.3031138,6.0
199,Palisades Tahoe,PO Box 2007,Olympic Valley,California,96146,9050,2850,6200,3.0,6.0,4.0,1.0,12.0,5.0,5.0,1000,3.2,212,450,November 18 2022,July 04 2023,32.0,84.0,86.0,84.0,83.0,31.0,389,879,1179,149,134,149,134,160,206,229,https://www.onthesnow.com/california/squaw-valley-usa/ski-resort.html,0,0,0,0,0,1,1,0,284.09375,128.0,566.0,408.59375,123.0,950.0,396.75757575757575,128.0,950.0,374.3823529411765,125.0,950.0,369.1764705882353,125.0,950.0,189.77272727272728,79.0,326.0,353.65625,175.0,810.0,535.1470588235294,234.0,1260.0,477.9117647058823,175.0,1128.0,497.8571428571428,210.0,1320.0,463.54285714285714,178.0,1260.0,331.9565217,122.0,825.0,"PO Box 2007, Olympic Valley, California",39.1969804,-120.2357055,36.0
200,Paoli Peaks,P.O. Box 67,Paoli,Indiana,47454,900,300,600,0.0,1.0,0.0,1.0,3.0,1.0,2.0,65,0.4,75,18,December 23 2023,March 17 2024,0.0,2.0,13.0,8.0,1.0,0.0,439,859,490,36,38,36,49,38,45,38,https://www.onthesnow.com/indiana/paoli-peaks/ski-resort.html,47,33,13,7,1,0,0,0,164.14285714285714,83.0,475.0,147.54285714285714,77.0,291.0,159.02857142857144,83.0,441.0,149.94444444444446,83.0,293.0,153.44444444444446,69.0,438.0,124.5,69.0,220.0,207.94285714285718,102.0,475.0,184.97142857142856,85.0,444.0,191.25714285714287,86.0,442.0,190.62857142857143,86.0,440.0,192.2,85.0,439.0,178.875,79.0,435.0,"P.O. Box 67, Paoli, Indiana",38.55616630000001,-86.468321,8.0
201,Park City Mountain,P.O. Box 39,Park City,Utah,84060,10026,3226,6800,4.0,7.0,6.0,9.0,8.0,4.0,6.0,500,3.5,142,355,November 15 2023,April 28 2024,20.0,64.0,63.0,57.0,56.0,16.0,439,859,148,215,148,153,239,165,276,430,https://www.onthesnow.com/utah/park-city-mountain-resort/ski-resort.html,8,41,28,23,1,0,0,0,156.87878787878788,65.0,299.0,224.88571428571427,101.0,400.0,226.02857142857144,85.0,350.0,229.0606060606061,103.0,405.0,198.17142857142858,80.0,325.0,83.53846153846153,37.0,149.0,288.1515151515151,81.0,499.0,387.45714285714286,152.0,783.0,425.0,135.0,861.0,395.3428571428572,119.0,799.0,376.4,132.0,1017.0,213.0,81.0,408.0,"P.O. Box 39, Park City, Utah",40.6460622,-111.49797290000001,44.0
202,Pats Peak,PO Box 2448,Henniker,New Hampshire,03242,1460,770,690,0.0,0.0,0.0,0.0,4.0,2.0,5.0,115,1.5,106,100,December 02 2023,March 24 2024,1.0,14.0,17.0,27.0,15.0,0.0,30,529,589,529,33,59,69,59,29,69,https://www.onthesnow.com/new-hampshire/pats-peak/ski-resort.html,50,21,14,14,0,0,0,1,208.72727272727272,88.0,495.0,203.44117647058826,87.0,420.0,195.34375,88.0,495.0,202.59375,40.0,495.0,204.28125,107.0,495.0,149.25,59.0,375.0,258.15151515151507,120.0,495.0,265.12121212121207,134.0,495.0,267.2647058823529,120.0,495.0,257.969696969697,120.0,495.0,245.72727272727272,131.0,495.0,240.29166669999998,116.0,595.0,"PO Box 2448, Henniker, New Hampshire",43.179832299999994,-71.82228719999998,11.0
203,Pebble Creek,P.O. Box 370,Inkom,Idaho,83245,8560,2200,6360,0.0,0.0,0.0,0.0,3.0,0.0,0.0,30,1.3,85,250,December 02 2023,April 07 2024,0.0,15.0,38.0,51.0,36.0,4.0,452,552,644,552,5,32,47,32,5,32,https://www.onthesnow.com/idaho/pebble-creek-ski-area/ski-resort.html,0,0,0,0,0,0,0,0,136.85714285714286,45.0,414.0,137.11428571428573,45.0,406.0,134.77142857142857,45.0,415.0,132.25714285714287,45.0,498.0,131.4,45.0,497.0,145.14285714285714,59.0,400.0,177.25714285714287,63.0,414.0,183.88571428571427,76.0,406.0,185.34285714285718,78.0,415.0,175.97142857142856,64.0,499.0,169.68571428571428,63.0,497.0,166.29166669999998,65.0,400.0,"P.O. Box 370, Inkom, Idaho",42.7963041,-112.2541374,3.0
204,Peekn Peak,P.O. Box 360,Findley Lake,New York,14736-0360,1800,400,1400,0.0,0.0,0.0,0.0,7.0,0.0,2.0,110,2.4,110,225,December 09 2023,March 26 2024,0.7,28.0,55.0,43.0,20.0,0.2,359,399,535,359,39,49,39,49,63,49,https://www.onthesnow.com/new-york/peekn-peak/ski-resort.html,30,45,15,10,0,0,0,1,174.91666666666663,85.0,318.0,176.6,80.0,360.0,188.14285714285717,75.0,341.0,183.19444444444446,75.0,450.0,188.6,75.0,450.0,191.22222222222226,101.0,458.0,214.94285714285718,85.0,409.0,209.4,80.0,450.0,209.4857142857143,75.0,450.0,209.17142857142858,75.0,450.0,227.9142857142857,75.0,452.0,247.08333330000002,105.0,675.0,"P.O. Box 360, Findley Lake, New York",42.1192226,-79.7325484,9.0
205,Perfect North Slopes,19074 Perfect Lane,Lawrenceburg,Indiana,47025,800,400,400,0.0,0.0,0.0,2.0,3.0,0.0,7.0,100,1.0,82,24,November 25 2023,March 10 2024,2.0,6.0,6.0,7.0,0.9,0.0,366,549,366,42,52,42,42,52,42,29,https://www.onthesnow.com/indiana/perfect-north-slopes/ski-resort.html,0,0,0,0,0,0,0,0,149.6,43.0,380.0,142.7058823529412,43.0,354.0,147.91176470588238,43.0,354.0,145.17647058823533,43.0,382.0,135.0,43.0,328.0,127.92857142857143,56.0,312.0,195.7647058823529,85.0,430.0,189.7352941176471,85.0,451.0,182.08823529411762,85.0,437.0,163.52941176470586,85.0,382.0,173.4285714285714,85.0,466.0,183.41666669999998,79.0,449.0,"19074 Perfect Lane, Lawrenceburg, Indiana",39.150887899999994,-84.88582079999998,12.0
206,Pico Mountain,4763 Killington Road,Killington,Vermont,05751,3967,1967,2000,0.0,2.0,0.0,0.0,2.0,2.0,1.0,156,4.0,0,250,December 15 2023,April 07 2024,0.2,14.0,35.0,36.0,28.0,2.0,439,689,539,62,81,69,62,81,69,55,https://www.onthesnow.com/vermont/pico-mountain-at-killington/ski-resort.html,0,0,0,0,0,0,1,0,234.38235294117646,126.0,433.0,263.52941176470586,99.0,433.0,255.34285714285718,95.0,431.0,245.65714285714282,95.0,433.0,217.0,95.0,422.0,98.54166666666669,65.0,196.0,302.6857142857143,130.0,485.0,348.08571428571435,165.0,701.0,381.3714285714285,168.0,659.0,362.28571428571433,175.0,564.0,327.0571428571429,175.0,583.0,112.05555559999999,82.0,177.0,"4763 Killington Road, Killington, Vermont",43.651295000000005,-72.841849,7.0
207,Pine Knob,7778 Sashabaw Road,Clartkston,Michigan,48348,1308,300,1009,0.0,0.0,0.0,0.0,0.0,0.0,13.0,80,1.0,0,0,November 22 2023,March 19 2024,0.6,6.0,9.0,9.0,5.0,0.0,420,495,575,517,49,44,57,52,29,55,https://www.onthesnow.com/Michigan/pine-knob-ski-resort/ski-resort.html,0,0,0,0,0,0,0,0,176.36363636363637,73.0,500.0,186.6,85.0,560.0,181.63636363636363,73.0,500.0,188.57142857142856,58.0,500.0,191.55882352941174,73.0,399.0,140.5909090909091,60.0,299.0,215.12121212121207,73.0,500.0,225.8181818181818,73.0,560.0,216.0,73.0,500.0,220.38235294117646,73.0,500.0,247.72727272727272,73.0,800.0,238.16666669999998,114.0,645.0,"7778 Sashabaw Road, Clartkston, Michigan",42.747226700000006,-83.37280870000001,13.0
208,Pine Mountain,N3332 Pine Mountain Road,Iron Mountain,Michigan,49801,1650,500,1150,0.0,0.0,0.0,0.0,1.0,2.0,1.0,220,0.5,110,60,December 16 2023,April 07 2024,0.7,8.0,17.0,13.0,4.0,0.1,296,249,299,249,33,44,49,44,29,44,https://www.onthesnow.com/Michigan/pine-mountain/ski-resort.html,0,0,0,0,0,0,0,1,144.83333333333334,75.0,276.0,143.11428571428573,82.0,268.0,138.0857142857143,82.0,276.0,142.19444444444446,82.0,276.0,147.63888888888889,81.0,273.0,134.96428571428572,82.0,278.0,199.05714285714282,106.0,441.0,188.74285714285716,105.0,402.0,185.34285714285718,87.0,340.0,184.77142857142857,87.0,350.0,197.25714285714287,90.0,369.0,155.95833330000002,93.0,278.0,"N3332 Pine Mountain Road, Iron Mountain, Michigan",45.839258799999996,-88.08858470000001,4.0
209,Plattekill Mountain,469 Plattekill Mountain Road,Roxbury,New York,12474,3500,1100,2400,0.0,0.0,0.0,0.0,1.0,1.0,2.0,75,2.0,65,175,December 16 2023,April 07 2024,0.0,15.0,24.0,31.0,18.0,2.0,50,399,779,509,33,40,50,40,29,52,https://www.onthesnow.com/new-york/plattekill-mountain/ski-resort.html,20,40,0,20,0,0,0,0,234.91176470588238,93.0,668.0,223.7142857142857,89.0,535.0,225.2,102.0,500.0,258.7428571428572,103.0,685.0,238.37142857142857,100.0,676.0,173.25,99.0,275.0,282.17142857142863,151.0,671.0,292.0857142857143,145.0,779.0,279.42857142857144,159.0,679.0,298.4,160.0,688.0,287.6,157.0,677.0,219.83333330000002,99.0,355.0,"469 Plattekill Mountain Road, Roxbury, New York",42.290285100000006,-74.6531936,4.0
210,Pleasant,119 Mountain Road,Bridgton,Maine,04009,1900,1350,600,0.0,0.0,0.0,1.0,2.0,1.0,2.0,234,0.8,97,110,December 16 2023,April 07 2024,0.0,13.0,22.0,35.0,20.0,2.0,439,529,819,559,49,55,58,75,29,55,https://www.onthesnow.com/maine/pleasant-mountain/ski-resort.html,0,0,0,0,0,0,0,0,214.11111111111111,96.0,641.0,206.28571428571428,95.0,369.0,233.97142857142856,96.0,849.0,233.38235294117646,96.0,666.0,225.55555555555557,95.0,560.0,166.4074074074074,49.0,299.0,258.0857142857143,129.0,643.0,277.65714285714284,129.0,884.0,289.57142857142856,140.0,863.0,301.3235294117647,130.0,668.0,291.34285714285716,85.0,620.0,214.91666669999998,120.0,360.0,"119 Mountain Road, Bridgton, Maine",44.059002899999996,-70.8154783,6.0
211,Pomerelle Mountain,P.O. Box 158,Albion,Idaho,83311,9000,1000,8000,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50,1.5,138,500,December 11 2023,April 09 2024,5.0,37.0,46.0,46.0,43.0,4.0,25,320,475,258,33,46,49,39,29,55,https://www.onthesnow.com/idaho/pomerelle-mountain-resort/ski-resort.html,0,0,0,0,0,0,0,1,182.83333333333331,75.0,699.0,180.65714285714282,65.0,699.0,169.34285714285716,69.0,475.0,166.86111111111111,75.0,475.0,172.61111111111111,75.0,475.0,135.0,65.0,224.0,211.0857142857143,69.0,699.0,205.14285714285717,65.0,699.0,194.45714285714286,65.0,499.0,222.77142857142857,75.0,1199.0,219.34285714285718,75.0,1199.0,171.125,65.0,475.0,"P.O. Box 158, Albion, Idaho",42.4126885,-113.57806299999999,3.0
212,Powder Mountain,P.O. Box 450,Eden,Utah,84310,9422,2522,6900,0.0,1.0,0.0,4.0,1.0,0.0,3.0,8464,3.5,120,400,December 08 2023,April 16 2024,13.0,43.0,47.0,52.0,54.0,10.0,296,69,119,89,33,79,139,99,29,55,https://www.onthesnow.com/utah/powder-mountain/ski-resort.html,0,0,0,0,0,0,0,1,186.3142857142857,60.0,630.0,203.7647058823529,65.0,750.0,224.11764705882354,66.0,767.0,211.38235294117646,66.0,767.0,192.20588235294116,65.0,540.0,109.17857142857143,56.0,200.0,208.5,95.0,420.0,231.68571428571425,65.0,719.0,236.25714285714287,66.0,699.0,249.64705882352942,66.0,699.0,264.7647058823529,109.0,540.0,137.45833330000002,75.0,325.0,"P.O. Box 450, Eden, Utah",41.300742299999996,-111.81272120000001,9.0
213,Powder Ridge Minnesota,P.O. Box 339,Kimball,Minnesota,55353,790,300,500,0.0,0.0,0.0,0.0,2.0,2.0,3.0,60,0.5,111,45,November 22 2023,March 31 2024,0.6,6.0,4.0,3.0,0.7,0.0,25,355,535,355,33,27,36,27,29,38,https://www.onthesnow.com/Minnesota/powder-ridge-ski-area/ski-resort.html,45,40,15,0,0,0,0,1,180.55555555555557,58.0,935.0,188.37142857142857,54.0,994.0,180.28571428571428,54.0,899.0,168.11111111111111,54.0,979.0,187.27777777777774,54.0,1200.0,109.53571428571428,44.0,250.0,233.65714285714282,67.0,934.0,218.9142857142857,66.0,994.0,217.8,67.0,898.0,225.45714285714286,67.0,977.0,237.62857142857143,68.0,1199.0,148.20833330000002,73.0,250.0,"P.O. Box 339, Kimball, Minnesota",45.31255170000001,-94.2972055,7.0
214,Powder Ridge Connecticut,99 Powder Hill Road,ddlefield,Connecticut,06455,720,550,170,0.0,0.0,0.0,0.0,1.0,2.0,3.0,68,0.5,80,80,December 26 2023,March 17 2024,0.0,0.4,7.0,5.0,4.0,0.0,216,520,570,520,16,35,45,35,18,39,https://www.onthesnow.com/connecticut/powder-ridge-park/ski-resort.html,45,40,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99 Powder Hill Road, ddlefield, Connecticut",41.5015999,-72.73640809999998,6.0
215,Powderhorn,P.O. Box 370,Mesa,Colorado,81643,9850,1650,8200,0.0,1.0,0.0,0.0,0.0,2.0,2.0,59,1.5,112,250,November 25 2023,April 07 2024,1.0,38.0,39.0,44.0,38.0,2.0,29,399,699,29,19,39,79,19,19,39,https://www.onthesnow.com/colorado/powderhorn/ski-resort.html,20,28,48,4,0,0,0,0,125.2,65.0,329.0,119.70967741935483,40.0,309.0,126.06666666666666,65.0,329.0,119.06666666666666,65.0,329.0,124.56666666666666,65.0,309.0,136.85714285714286,60.0,225.0,197.94117647058826,76.0,450.0,182.6969696969697,106.0,450.0,172.03030303030303,119.0,282.0,178.3030303030303,76.0,450.0,189.875,76.0,450.0,184.20833330000002,106.0,300.0,"P.O. Box 370, Mesa, Colorado",39.1662458,-108.1388881,5.0
216,Purgatory Mountain,#1 Skier Ple,Durango,Colorado,81301,10822,2029,8793,0.0,2.0,1.0,0.0,3.0,3.0,2.0,250,1.3,130,260,November 18 2023,May 14 2023,13.0,62.0,50.0,52.0,42.0,5.0,525,625,899,675,60,70,89,75,60,70,https://www.onthesnow.com/colorado/durango-mountain-resort/ski-resort.html,23,35,30,12,0,0,0,0,155.64705882352942,100.0,415.0,150.2058823529412,75.0,270.0,175.2,100.0,375.0,176.62857142857143,75.0,447.0,179.47222222222226,89.0,340.0,128.0909090909091,52.0,317.0,267.45714285714286,148.0,549.0,266.14285714285717,104.0,559.0,293.8,129.0,549.0,288.25714285714287,120.0,530.0,284.57142857142856,135.0,499.0,205.56521740000002,104.0,467.0,"#1 Skier Ple, Durango, Colorado",37.63390820000001,-107.8101988,11.0
217,Ragged Mountain,620 Ragged Mountain Road,Danbury,New Hampshire,03230,2250,1250,1000,0.0,1.0,1.0,0.0,1.0,0.0,2.0,200,1.2,95,100,December 08 2023,April 02 2024,0.0,24.0,19.0,27.0,15.0,2.0,699,50,60,74,50,60,70,84,60,55,https://www.onthesnow.com/new-hampshire/ragged-mountain-resort/ski-resort.html,30,26,37,7,0,0,0,0,122.28571428571428,50.0,229.0,111.57142857142857,50.0,229.0,112.0,50.0,230.0,112.0,50.0,230.0,111.57142857142857,50.0,229.0,99.42857142857143,48.0,229.0,130.8,56.0,229.0,120.8,56.0,229.0,121.4,56.0,230.0,121.4,56.0,230.0,120.8,56.0,229.0,120.0,54.0,229.0,"620 Ragged Mountain Road, Danbury, New Hampshire",43.484760200000004,-71.84179959999999,5.0
218,Red Lodge Mtn.,P.O. Box 750,Red Lodge,Montana,59068,9416,2400,7016,0.0,2.0,0.0,0.0,1.0,3.0,1.0,496,2.5,142,250,November 24 2023,April 14 2024,8.0,26.0,22.0,45.0,38.0,17.0,299,499,849,309,29,54,69,54,29,54,https://www.onthesnow.com/montana/red-lodge-mountain/ski-resort.html,19,25,36,20,0,0,0,0,191.30555555555557,79.0,467.0,177.45714285714286,79.0,390.0,187.97142857142856,79.0,467.0,201.47222222222226,79.0,467.0,217.69444444444446,79.0,650.0,175.39285714285714,105.0,378.0,218.74285714285716,135.0,467.0,240.3142857142857,115.0,488.0,237.2,136.0,467.0,265.0285714285714,136.0,651.0,264.7142857142857,135.0,589.0,242.5,110.0,561.0,"P.O. Box 750, Red Lodge, Montana",45.1857782,-109.24682109999999,7.0
219,Red River,P.O. Box 900,Red River,New Mexico,87558,10350,1600,8750,0.0,0.0,0.0,1.0,3.0,1.0,2.0,209,2.5,110,214,November 23 2023,March 17 2024,7.0,24.0,25.0,33.0,19.0,0.0,450,490,615,20,33,82,106,39,29,82,https://www.onthesnow.com/new-mexico/red-river/ski-resort.html,31,31,38,0,0,0,0,0,200.5,100.0,315.0,248.65714285714282,55.0,539.0,220.85714285714286,111.0,317.0,288.8333333333333,95.0,600.0,210.55555555555557,95.0,450.0,175.64285714285714,70.0,304.0,231.94285714285718,150.0,377.0,311.42857142857144,132.0,539.0,273.9714285714286,150.0,539.0,315.14285714285717,215.0,564.0,266.8285714285714,130.0,536.0,233.20833330000002,126.0,383.0,"P.O. Box 900, Red River, New Mexico",36.708084899999996,-105.4061159,7.0
220,Roundtop Mountain,925 Roundtop Rd.,Lewisberry,Pennsylvania,17339,1400,600,800,0.0,0.0,0.0,3.0,2.0,0.0,4.0,103,0.4,0,30,December 24 2023,March 17 2024,0.0,3.0,9.0,7.0,7.0,0.0,439,859,55,63,61,73,49,39,29,55,https://www.onthesnow.com/pennsylvania/roundtop-mountain-resort/ski-resort.html,32,21,37,11,1,0,0,0,182.75,55.0,605.0,171.88571428571427,58.0,584.0,164.65714285714284,53.0,605.0,186.47222222222226,53.0,606.0,188.0857142857143,71.0,611.0,120.32142857142857,41.0,350.0,248.77142857142857,80.0,669.0,237.74285714285716,73.0,587.0,221.62857142857143,82.0,610.0,228.5142857142857,82.0,611.0,229.62857142857143,81.0,614.0,208.2608696,78.0,557.0,"925 Roundtop Rd., Lewisberry, Pennsylvania",40.10943959999999,-76.9270928,9.0
221,Royal Mountain,3072 State Highway 10,Caroga Lake,New York,12032,1800,550,1250,0.0,0.0,0.0,0.0,0.0,3.0,0.0,28,0.3,0,90,December 17 2023,April 08 2024,0.0,6.0,5.0,7.0,3.0,0.0,425,478,30,45,25,46,30,45,25,55,https://www.onthesnow.com/new-york/royal-mountain-ski-area/ski-resort.html,0,0,0,0,0,0,0,0,278.9714285714286,93.0,2450.0,280.9142857142857,92.0,2450.0,301.6,93.0,2450.0,216.33333333333331,93.0,475.0,217.58333333333331,92.0,475.0,301.92857142857144,99.0,2450.0,337.17142857142863,124.0,2450.0,323.82857142857137,91.0,2450.0,330.65714285714284,93.0,2450.0,250.05714285714282,93.0,475.0,253.97142857142856,91.0,475.0,278.0,105.0,795.0,"3072 State Highway 10, Caroga Lake, New York",43.0824901,-74.5004819,3.0
222,Sandia Peak,10 Tramway Loop N.E.,Albuquerque,New Mexico,87122,10378,1700,8678,0.0,0.0,0.0,0.0,0.0,3.0,1.0,30,2.0,32,100,November 25 2023,March 10 2024,0.4,6.0,14.0,6.0,0.0,0.0,239,379,619,479,40,45,55,45,40,45,https://www.onthesnow.com/new-mexico/sandia-peak/ski-resort.html,23,49,29,0,0,0,0,0,125.08823529411764,54.0,210.0,122.08571428571429,55.0,197.0,125.02857142857141,58.0,201.0,128.14285714285714,60.0,197.0,143.4,77.0,267.0,107.95833333333331,54.0,197.0,171.8285714285714,85.0,368.0,177.77142857142857,113.0,378.0,176.4857142857143,103.0,368.0,195.54285714285717,103.0,425.0,201.17142857142858,120.0,430.0,168.21739130000003,83.0,259.0,"10 Tramway Loop N.E., Albuquerque, New Mexico",35.1928664,-106.48775330000001,4.0
223,Sapphire Valley,P.O. Box 2048,Cashiers,North Carolina,28717,3450,250,3200,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8,1.0,53,24,December 26 2023,March 03 2024,0.0,12.0,15.0,10.0,0.3,0.0,296,478,490,258,33,46,49,39,29,55,https://www.onthesnow.com/north-carolina/sapphire-valley/ski-resort.html,50,50,0,0,0,0,0,0,221.9090909090909,77.0,395.0,207.7741935483871,75.0,395.0,212.5,77.0,395.0,211.2333333333333,77.0,395.0,225.87878787878788,93.0,395.0,211.90476190476193,96.0,415.0,246.75,137.0,395.0,261.73333333333335,125.0,600.0,265.40625,125.0,600.0,268.6875,125.0,600.0,291.9411764705883,136.0,636.0,239.86363640000002,119.0,437.0,"P.O. Box 2048, Cashiers, North Carolina",35.111906,-83.09963540000001,3.0
